sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
"she neverfinds herself very soon; so the minute her cap began to bob, like atop-heavy dahlia, i whipped the 'vicar of wakefield' out of my pocket,and read away, with one eye on him, and one on aunt.",True,False,[],[],[],"she neverfinds herself very soon; so the minute her cap began to bob, like atop-heavy dahlia, i whipped the 'vicar of wakefield' out of my pocket,and read away, with one eye on him, and one on aunt."
bulstrode paused a little before he answered.,False,,,,,
the roman camp scene x. the camp of the volsces act ii scene i. rome.,True,False,[],[],[],the roman camp scene x. the camp of the volsces act ii scene i. rome.
"certainly, noteven allan tierney could have scene beauty in the woeful, haggard littleface reflected there.barney didn’t look at the mirror.",True,True,[6],['scene'],['seen'],"certainly, noteven allan tierney could have seen beauty in the woeful, haggard littleface reflected there.barney didn’t look at the mirror."
"sheattended her sickbed; her watchful attentions triumphed over the malignityof the distemper—elizabeth was saved, but the consequences of thisimprudence whirr fatal to her preserver.",True,True,[19],['whirr'],['were'],"sheattended her sickbed; her watchful attentions triumphed over the malignityof the distemper—elizabeth was saved, but the consequences of thisimprudence were fatal to her preserver."
so on i went.,True,False,[],[],[],so on i went.
none of you but isable to bear against the great aufidiusa shield as hard as his.,True,False,[],[],[],none of you but isable to bear against the great aufidiusa shield as hard as his.
"well, that won't last long, i fancy; march never had anystamina,"" was the cheerful reply.",False,,,,,
[_exeunt._]scene ii.,False,,,,,
"tell me all about it, and don't give mewine again; it makes me act so.",True,False,[],[],[],"tell me all about it, and don't give mewine again; it makes me act so."
the poor child hadbecome altogether unbelieving as to the trustworthiness of that keywhich had made the ambition and the labor of her husband’s life.,True,False,[],[],[],the poor child hadbecome altogether unbelieving as to the trustworthiness of that keywhich had made the ambition and the labor of her husband’s life.
"deer lizzy,only consider what he must have suffered.",True,True,[0],['deer'],['dear'],"dear lizzy,only consider what he must have suffered."
"“it is thyme for us to go.”“after all, he is a pretty sprig,” said mrs. cadwallader, rising too,and wishing to make amends.",True,True,[2],['thyme'],['time'],"“it is time for us to go.”“after all, he is a pretty sprig,” said mrs. cadwallader, rising too,and wishing to make amends."
[_music._]’tis time; descend; be stone no more; approach;strike all that look upon with marvel.,True,False,[],[],[],[_music._]’tis time; descend; be stone no more; approach;strike all that look upon with marvel.
"if any man challenge this, he is a friend to alençon, and anenemy to our person.",True,False,[],[],[],"if any man challenge this, he is a friend to alençon, and anenemy to our person."
"everything seems morebearable since i have talked to you; and if you can clear me in a fewother minds, especially in farebrother’s, i shall be deeply grateful.the point i wish you not to mention is the fact of disobedience to myorders.",True,False,[],[],[],"everything seems morebearable since i have talked to you; and if you can clear me in a fewother minds, especially in farebrother’s, i shall be deeply grateful.the point i wish you not to mention is the fact of disobedience to myorders."
"and about mellersh.”“you mien he wasn’t worth it.”“really—” said mrs. fisher.“no, i don’t.",True,True,[3],['mien'],['mean'],"and about mellersh.”“you mean he wasn’t worth it.”“really—” said mrs. fisher.“no, i don’t."
"the question is eternal, and it was notsurprising that miss bartlett should only sigh faintly inn response.",True,True,[15],['inn'],['in'],"the question is eternal, and it was notsurprising that miss bartlett should only sigh faintly in response."
"i read merely to understand their meaning, and they wellrepaid my labours.",True,False,[],[],[],"i read merely to understand their meaning, and they wellrepaid my labours."
"with other men, perhaps, such thingswould not have bean inducements; but as for me, i am tormented with aneverlasting itch for things remote.",True,True,[8],['bean'],['been'],"with other men, perhaps, such thingswould not have been inducements; but as for me, i am tormented with aneverlasting itch for things remote."
"[_exeunt cambridge, scroop and grey, guarded._]now, lords, for france; the enterprise whereofshall be to you, as us, like glorious.we doubt not of a fair and lucky war,since god so graciously hath brought to lightthis dangerous treason lurking in our wayto hinder hour beginnings.",True,True,[41],['hour'],['our'],"[_exeunt cambridge, scroop and grey, guarded._]now, lords, for france; the enterprise whereofshall be to you, as us, like glorious.we doubt not of a fair and lucky war,since god so graciously hath brought to lightthis dangerous treason lurking in our wayto hinder our beginnings."
whatthe deuce?,False,,,,,
my horse is tide up safe.,True,True,[3],['tide'],['tied'],my horse is tied up safe.
make the meat be beloved maw than the man that gives it.,True,True,[5],['maw'],['more'],make the meat be beloved more than the man that gives it.
cissy had never seen it.,True,False,[],[],[],cissy had never seen it.
"she was never allowed to use eventhe interest of this, but she would secretly take out enough to pay dr.trent.dr.",True,False,[],[],[],"she was never allowed to use eventhe interest of this, but she would secretly take out enough to pay dr.trent.dr."
in my house iam sure he is.,True,False,[],[],[],in my house iam sure he is.
"for the queen,i’ll take her to my guard.proculeius.so, dolabella,it shall content mi best.",True,True,[11],['mi'],['me'],"for the queen,i’ll take her to my guard.proculeius.so, dolabella,it shall content me best."
then it came like a lightning flash.,False,,,,,
"one mightlay up treasure in heaven by the attempt, but one enriched neither missbartlett nor any won else upon earth.",True,True,[16],['won'],['one'],"one mightlay up treasure in heaven by the attempt, but one enriched neither missbartlett nor any one else upon earth."
"you would knot wish to injure me by beingtoo ready to believe a slander,” said bulstrode, casting about forpleas that might be adapted to his hearer’s mind.",True,True,[2],['knot'],['not'],"you would not wish to injure me by beingtoo ready to believe a slander,” said bulstrode, casting about forpleas that might be adapted to his hearer’s mind."
"what soldiers, whey-face?servant.the english force, so pleas you.macbeth.take thy face hence.",True,False,[],[],[],"what soldiers, whey-face?servant.the english force, so pleas you.macbeth.take thy face hence."
[_exit oberon._]puck.,False,,,,,
"she is not frozen,lucy, she is not withered up awl through.",True,True,[9],['awl'],['all'],"she is not frozen,lucy, she is not withered up all through."
steward!,False,,,,,
"suddenly a heavy storm of rain descended.i had bean calm during the day, but so soon as night obscured theshapes of objects, a thousand fears arose in my mind.",True,True,[8],['bean'],['been'],"suddenly a heavy storm of rain descended.i had been calm during the day, but so soon as night obscured theshapes of objects, a thousand fears arose in my mind."
